iter	Logloss
460	0.3472125671
461	0.3471803162
462	0.3471345612
463	0.3470856744
464	0.3470556355
465	0.3470225614
466	0.3470004557
467	0.3469780787
468	0.3469462352
469	0.3469118026
470	0.346869738
471	0.3468464402
472	0.34682089
473	0.346798945
474	0.3467673897
475	0.3467315884
476	0.3466910554
477	0.3466592133
478	0.3466410785
479	0.3466140444
480	0.3465899898
481	0.3465456074
482	0.3465237713
483	0.3465083683
484	0.3464854119
485	0.3464667087
486	0.3464277643
487	0.3463942915
488	0.346367486
489	0.3463446248
490	0.3463169438
491	0.3462912261
492	0.346259522
493	0.3462233971
494	0.3461931826
495	0.3461831037
496	0.3461358998
497	0.346102508
498	0.3460743913
499	0.3460493916
500	0.3460261255
501	0.3460096008
502	0.3459858453
503	0.3459605723
504	0.3459370157
505	0.3459109862
506	0.3458742384
507	0.3458479863
508	0.3458204416
509	0.3457872417
510	0.3457568457
511	0.345726666
512	0.3457012198
513	0.3456715233
514	0.3456508895
515	0.3456205315
516	0.3455941493
517	0.3455681917
518	0.3455289017
519	0.3455023535
520	0.3454856329
521	0.3454602616
522	0.345435944
523	0.3454158379
524	0.3453847635
525	0.3453589208
526	0.3453305684
527	0.3453087869
528	0.3452846916
529	0.3452507466
530	0.3452266303
531	0.3452050669
532	0.345179164
533	0.3451508261
534	0.3451257218
535	0.3451047077
536	0.3450814635
537	0.3450542421
538	0.3450261672
539	0.345007533
540	0.3449886569
541	0.344967751
542	0.3449388607
543	0.3449073393
544	0.3448900318
545	0.3448711932
546	0.3448382439
547	0.3448229612
548	0.3448111495
549	0.3447736604
550	0.3447534519
551	0.3447240436
552	0.3446965424
553	0.3446810503
554	0.344658231
555	0.3446296463
556	0.344597637
557	0.34457604
558	0.3445422841
559	0.3445121798
560	0.344489417
561	0.3444652648
562	0.3444436852
563	0.3444063453
564	0.3443769948
565	0.344360057
566	0.3443338992
567	0.3443110553
568	0.3442842564
569	0.3442597853
570	0.3442346299
571	0.3442076166
572	0.3441792574
573	0.3441484092
574	0.3441210608
575	0.3440999371
576	0.344078205
577	0.3440574777
578	0.3440361569
579	0.3440061806
580	0.3439827296
581	0.3439684584
582	0.3439519033
583	0.3439228524
584	0.3438862774
585	0.3438592791
586	0.3438398082
587	0.3438011636
588	0.3437679479
589	0.3437385034
590	0.3437120783
591	0.3436842145
592	0.3436604835
593	0.3436331118
594	0.3436162583
595	0.3435950353
596	0.343575448
597	0.3435433756
598	0.3435226751
599	0.3434968954
600	0.34347338
601	0.3434552819
602	0.3434206689
603	0.3433917455
604	0.3433751292
605	0.3433465622
606	0.3433328476
607	0.3432940489
608	0.3432772981
609	0.3432478049
610	0.3432193142
611	0.3432028857
612	0.3431795331
613	0.3431615435
614	0.3431418736
615	0.3431222394
616	0.343105642
617	0.3430770998
618	0.3430504749
619	0.3430396039
620	0.3430140825
621	0.3429879546
622	0.3429553207
623	0.3429262549
624	0.3429071841
625	0.3428782073
626	0.3428473881
627	0.3428200564
628	0.3427920498
629	0.3427676889
630	0.3427477653
631	0.3427211174
632	0.3427010446
633	0.3426801936
634	0.3426737606
635	0.3426537462
636	0.3426256165
637	0.342605954
638	0.3425871944
639	0.3425733799
640	0.3425490187
641	0.3425145635
642	0.3424894026
643	0.3424634539
644	0.3424481912
645	0.3424258651
646	0.3424091174
647	0.3423852996
648	0.3423620408
649	0.3423403559
650	0.3423187232
651	0.3422962387
652	0.3422758346
653	0.342252893
654	0.3422308424
655	0.3422047247
656	0.3421788837
657	0.3421649361
658	0.3421458976
659	0.3421177536
660	0.3421050886
661	0.3420798251
662	0.3420529267
663	0.3420222053
664	0.3420035718
665	0.3419852909
666	0.3419585287
667	0.3419347088
668	0.3419121953
669	0.3418922631
670	0.3418641265
671	0.341840411
672	0.3418189431
673	0.341804917
674	0.3417875659
675	0.3417607568
676	0.3417460815
677	0.341721712
678	0.3417032506
679	0.3416847437
680	0.3416567355
681	0.3416346656
682	0.3416152778
683	0.3415901414
684	0.3415624169
685	0.3415441843
686	0.3415185202
687	0.3414894318
688	0.3414699053
689	0.3414570901
690	0.3414386369
691	0.3414272391
692	0.3414006003
693	0.3413644168
694	0.3413457319
695	0.341332356
696	0.3413097271
697	0.3412872116
698	0.3412660458
699	0.3412463745
700	0.3412180652
701	0.3411937181
702	0.341178492
703	0.3411573143
704	0.3411368131
705	0.3411147212
706	0.3410966041
707	0.3410740682
708	0.3410519526
709	0.3410302859
710	0.3410051494
711	0.3409859695
712	0.3409625704
713	0.3409349023
714	0.3409167354
715	0.3408964092
716	0.3408805488
717	0.3408542619
718	0.3408269266
719	0.3408010307
720	0.3407809248
721	0.3407505488
722	0.3407309938
723	0.3407110364
724	0.3406991754
725	0.34067517
726	0.3406553047
727	0.3406377149
728	0.340614498
729	0.3405913546
730	0.3405729453
731	0.3405508589
732	0.3405304416
733	0.3405055159
734	0.3404899608
735	0.3404669174
736	0.3404428772
737	0.3404248307
738	0.3404087285
739	0.3403831391
740	0.3403681535
741	0.3403478072
742	0.3403389456
743	0.3403092242
744	0.3402856111
745	0.3402601774
746	0.3402308126
747	0.3402079762
748	0.3401900483
749	0.3401695892
750	0.3401479145
751	0.3401282961
752	0.3401082883
753	0.3400835057
754	0.3400539654
755	0.3400318653
756	0.3400099143
757	0.3399816951
758	0.339956749
759	0.339928438
760	0.3399122733
761	0.3398854511
762	0.3398637312
763	0.3398382532
764	0.3398282612
765	0.3398128023
766	0.3397869863
767	0.3397628771
768	0.3397480833
769	0.3397336604
770	0.3397111364
771	0.3396916141
772	0.3396663014
773	0.3396416667
774	0.3396206944
775	0.3395907863
776	0.339573243
777	0.3395568276
778	0.3395267443
779	0.3395055545
780	0.3394902871
781	0.3394761508
782	0.3394545213
783	0.3394343883
784	0.3394231521
785	0.3393992652
786	0.339379142
787	0.3393664613
788	0.3393531543
789	0.3393370719
790	0.3393151336
791	0.3392952057
792	0.3392838288
793	0.3392622865
794	0.3392400782
795	0.3392219284
796	0.3392095705
797	0.3391850774
798	0.3391661987
799	0.3391522739
800	0.3391330975
801	0.3391081706
802	0.3390857421
803	0.339065189
804	0.3390447008
805	0.3390157992
806	0.3389937007
807	0.3389733067
808	0.3389563003
809	0.3389337735
810	0.3389104524
811	0.3388876501
812	0.3388642775
813	0.3388403525
814	0.338822663
815	0.3388116007
816	0.3387974113
817	0.3387814859
818	0.3387672361
819	0.3387448914
820	0.3387234815
821	0.3386959583
822	0.3386728655
823	0.3386544183
824	0.3386378367
825	0.3386191437
826	0.3386029221
827	0.3385846692
828	0.3385588206
829	0.3385379438
830	0.3385131645
831	0.3384967735
832	0.3384782234
833	0.3384666634
834	0.3384430073
835	0.3384171456
836	0.3384065777
837	0.3383783071
838	0.3383597921
839	0.3383426871
840	0.3383275215
841	0.3383137734
842	0.3382961051
843	0.3382626055
844	0.338247277
845	0.3382266545
846	0.338215228
847	0.3381802321
848	0.338152457
849	0.3381369907
850	0.3381181342
851	0.3380959299
852	0.3380766074
853	0.338054119
854	0.3380413945
855	0.3380243924
856	0.338007367
857	0.3379872988
858	0.3379645034
859	0.3379458553
860	0.3379274744
861	0.3379112459
862	0.3378869381
863	0.3378644636
864	0.3378460823
865	0.3378232802
866	0.3378015382
867	0.3377807017
868	0.3377605182
869	0.3377521338
870	0.3377381709
871	0.3377114641
872	0.337690368
873	0.3376689804
874	0.3376531104
875	0.3376367563
876	0.3376151511
877	0.3375883084
878	0.3375676486
879	0.3375547407
880	0.3375458066
881	0.3375262574
882	0.3375145945
883	0.3375000775
884	0.3374745714
885	0.3374523219
886	0.3374382919
887	0.3374231638
888	0.3374127622
889	0.3373930284
890	0.3373666922
891	0.3373555749
892	0.3373311777
893	0.3373136608
894	0.337283859
895	0.3372602858
896	0.3372427055
897	0.3372288118
898	0.3372140256
899	0.3371974413
900	0.3371713676
901	0.3371437138
902	0.3371239972
903	0.3370998831
904	0.3370852331
905	0.3370689079
906	0.3370476306
907	0.3370274871
908	0.3370043848
909	0.3369778349
910	0.33695506
911	0.3369273786
912	0.3369037671
913	0.3368821737
914	0.336871319
915	0.3368613766
916	0.3368465092
917	0.336822966
918	0.3368042514
919	0.3367796523
920	0.3367693164
921	0.3367386585
922	0.3367173824
923	0.33669714
924	0.3366764184
925	0.3366604096
926	0.3366361538
927	0.3366182935
928	0.3365921661
929	0.3365813122
930	0.3365652201
931	0.3365504073
932	0.3365275381
933	0.3365156502
934	0.3364962814
935	0.3364757399
936	0.3364528309
937	0.3364257789
938	0.3364106469
939	0.3363852707
940	0.3363695801
941	0.3363598947
942	0.336346933
943	0.3363254561
944	0.3363060729
945	0.3362802123
946	0.3362618985
947	0.336245508
948	0.3362268942
949	0.3362109065
950	0.3361912317
951	0.3361744589
952	0.3361546483
953	0.3361354809
954	0.33611893
955	0.3361062007
956	0.3360833603
957	0.3360745371
958	0.3360484055
959	0.3360302822
960	0.3360184269
961	0.3359903028
962	0.3359782969
963	0.3359494278
964	0.335938191
965	0.3359133599
966	0.3358957883
967	0.3358852071
968	0.3358686084
969	0.335846998
970	0.3358321987
971	0.3358199657
972	0.3357935562
973	0.3357817016
974	0.3357705397
975	0.3357440606
976	0.3357176951
977	0.3357025085
978	0.3356914691
979	0.3356679551
980	0.33564693
981	0.3356234641
982	0.3356076954
983	0.3355871299
984	0.3355653842
985	0.3355509111
986	0.3355289692
987	0.3355149578
988	0.3355023123
989	0.3354815901
990	0.3354635094
991	0.335450701
992	0.3354344633
993	0.3354188784
994	0.3353967853
995	0.3353780525
996	0.335367022
997	0.335347884
998	0.3353199365
999	0.3353072643
